post_id,post_country,post_language,likes_cnt,comments_cnt,saved_cnt,post_type,genre,hash_tags,description,related_genres
0879,Japan,Portuguese,361,78,65,Reel,Nature,"['AI', 'sports', 'fitness', 'science', 'forest']","A post about nature featuring AI, sports.","['Fitness', 'Technology']"
0880,UK,Hindi,426,106,70,Text,Health,"['learning', 'coding', 'forest', 'technology']","A post about health featuring learning, coding.","['Music', 'Nature']"
0881,India,French,455,58,62,Text,Fashion,"['health', 'nature', 'machinelearning', 'forest', 'adventure', 'fitness', 'food']","A post about fashion featuring health, nature.","['Music', 'Cooking']"
0882,France,Portuguese,389,48,29,Video,Technology,"['art', 'technology', 'students']","A post about technology featuring art, technology.","['Fitness', 'Nature']"
0883,UK,Hindi,556,120,66,Reel,Cooking,"['education', 'vacation', 'recipe', 'coding', 'music', 'science']","A post about cooking featuring education, vacation.","['Technology', 'Fashion']"
0884,India,French,848,185,168,Reel,Health,"['vacation', 'travel', 'wildlife', 'education']","A post about health featuring vacation, travel.","['Education', 'Nature']"
0885,India,Spanish,136,28,18,Text,Nature,"['music', 'adventure', 'nature', 'recipe']","A post about nature featuring music, adventure.","['Health', 'Fashion']"
0886,Canada,Spanish,525,74,53,Video,Cooking,"['food', 'machinelearning', 'culture', 'beach']","A post about cooking featuring food, machinelearning.","['Education', 'Sports']"
0887,Italy,German,188,43,18,Text,Technology,"['nature', 'students', 'wildlife', 'culture', 'learning', 'recipe', 'AI']","A post about technology featuring nature, students.","['Health', 'Nature']"
0888,Italy,Hindi,672,158,57,Reel,Fitness,"['education', 'recipe', 'fashion', 'health', 'adventure', 'fitness', 'machinelearning']","A post about fitness featuring education, recipe.","['Music', 'Health']"
0889,Canada,English,958,259,177,Reel,Health,"['health', 'fitness', 'forest', 'recipe', 'nature', 'art']","A post about health featuring health, fitness.","['Sports', 'Technology']"
0890,Germany,Spanish,777,203,85,Reel,Fitness,"['fashion', 'recipe', 'health']","A post about fitness featuring fashion, recipe.","['Music', 'Sports']"
0891,UK,Japanese,1068,125,85,Reel,Sports,"['wildlife', 'students', 'fitness']","A post about sports featuring wildlife, students.","['Technology', 'Travel']"
0892,UK,English,380,97,30,Text,Cooking,"['fashion', 'adventure', 'beach', 'recipe', 'AI', 'culture', 'travel']","A post about cooking featuring fashion, adventure.","['Health', 'Technology']"
0893,Canada,Hindi,1055,179,182,Video,Sports,"['vacation', 'adventure', 'learning']","A post about sports featuring vacation, adventure.","['Music', 'Fitness']"
0894,UK,Japanese,909,257,126,Reel,Health,"['nature', 'health', 'food', 'adventure', 'sports', 'culture', 'AI']","A post about health featuring nature, health.","['Technology', 'Music']"
0895,Japan,Spanish,231,52,37,Text,Travel,"['recipe', 'technology', 'machinelearning', 'students', 'vacation']","A post about travel featuring recipe, technology.","['Technology', 'Education']"
0896,Germany,English,740,185,120,Reel,Travel,"['adventure', 'music', 'health']","A post about travel featuring adventure, music.","['Fitness', 'Technology']"
0897,Germany,English,412,53,78,Text,Education,"['health', 'beach', 'fashion', 'travel', 'machinelearning']","A post about education featuring health, beach.","['Travel', 'Fitness']"
0898,USA,German,676,184,72,Video,Fitness,"['sports', 'machinelearning', 'music', 'health']","A post about fitness featuring sports, machinelearning.","['Cooking', 'Sports']"
0899,Canada,Spanish,972,150,102,Video,Sports,"['nature', 'adventure', 'forest', 'recipe', 'wildlife', 'technology', 'science']","A post about sports featuring nature, adventure.","['Sports', 'Education']"
0900,Germany,Spanish,731,183,81,Image,Fashion,"['health', 'fitness', 'culture', 'recipe', 'learning', 'nature', 'wildlife']","A post about fashion featuring health, fitness.","['Fashion', 'Health']"
0901,Italy,Portuguese,469,105,27,Text,Health,"['vacation', 'wildlife', 'fashion']","A post about health featuring vacation, wildlife.","['Cooking', 'Travel']"
0902,Italy,German,313,42,19,Image,Technology,"['travel', 'science', 'sports', 'coding', 'fitness', 'learning', 'recipe']","A post about technology featuring travel, science.","['Travel', 'Technology']"
0903,Canada,Hindi,807,107,59,Reel,Health,"['nature', 'adventure', 'forest', 'vacation', 'students']","A post about health featuring nature, adventure.","['Sports', 'Education']"
0904,USA,Spanish,311,72,55,Video,Nature,"['music', 'art', 'machinelearning', 'vacation', 'culture', 'health']","A post about nature featuring music, art.","['Fashion', 'Health']"
0905,India,Portuguese,164,30,27,Text,Nature,"['art', 'beach', 'fitness']","A post about nature featuring art, beach.","['Fashion', 'Education']"
0906,Italy,French,387,79,64,Video,Technology,"['adventure', 'AI', 'forest', 'beach', 'wildlife', 'art']","A post about technology featuring adventure, AI.","['Fashion', 'Sports']"
0907,Brazil,English,463,66,57,Reel,Nature,"['fashion', 'recipe', 'students', 'art', 'AI']","A post about nature featuring fashion, recipe.","['Health', 'Fashion']"
0908,USA,Japanese,412,46,33,Text,Fitness,"['nature', 'culture', 'machinelearning', 'food', 'art', 'technology']","A post about fitness featuring nature, culture.","['Music', 'Nature']"
0909,Japan,English,447,131,59,Text,Education,"['learning', 'fitness', 'students', 'nature', 'forest', 'education', 'machinelearning']","A post about education featuring learning, fitness.","['Cooking', 'Fitness']"
0910,USA,English,331,35,21,Image,Technology,"['fashion', 'students', 'AI', 'sports']","A post about technology featuring fashion, students.","['Fitness', 'Travel']"
0911,Japan,English,446,119,84,Video,Technology,"['students', 'art', 'machinelearning', 'nature']","A post about technology featuring students, art.","['Fitness', 'Music']"
0912,Italy,French,1062,266,69,Reel,Music,"['technology', 'education', 'learning', 'coding', 'music', 'adventure', 'health']","A post about music featuring technology, education.","['Sports', 'Cooking']"
0913,Germany,English,788,132,129,Image,Music,"['beach', 'machinelearning', 'AI', 'music', 'students', 'education', 'food']","A post about music featuring beach, machinelearning.","['Fashion', 'Cooking']"
0914,Germany,French,393,109,55,Text,Fitness,"['music', 'beach', 'recipe', 'forest', 'machinelearning']","A post about fitness featuring music, beach.","['Fashion', 'Travel']"
0915,France,German,518,132,28,Text,Fashion,"['forest', 'recipe', 'wildlife', 'music', 'AI', 'nature', 'sports']","A post about fashion featuring forest, recipe.","['Health', 'Education']"
0916,Germany,Japanese,473,103,59,Image,Education,"['fitness', 'machinelearning', 'AI', 'education', 'wildlife', 'science']","A post about education featuring fitness, machinelearning.","['Music', 'Technology']"
0917,UK,Spanish,470,89,85,Text,Sports,"['fashion', 'adventure', 'beach', 'forest', 'recipe']","A post about sports featuring fashion, adventure.","['Health', 'Travel']"
0918,USA,English,783,126,113,Video,Fashion,"['travel', 'fitness', 'adventure']","A post about fashion featuring travel, fitness.","['Nature', 'Fashion']"
0919,India,Hindi,705,114,44,Video,Fitness,"['nature', 'beach', 'coding', 'fashion']","A post about fitness featuring nature, beach.","['Health', 'Travel']"
0920,India,German,370,84,51,Text,Travel,"['beach', 'fitness', 'science', 'nature', 'wildlife']","A post about travel featuring beach, fitness.","['Sports', 'Cooking']"
0921,Australia,German,786,192,100,Video,Education,"['recipe', 'students', 'AI', 'forest', 'travel', 'culture', 'fashion']","A post about education featuring recipe, students.","['Music', 'Cooking']"
0922,USA,English,481,73,71,Image,Education,"['art', 'food', 'beach', 'fashion', 'recipe', 'fitness']","A post about education featuring art, food.","['Sports', 'Health']"
0923,Germany,Hindi,962,101,68,Reel,Health,"['students', 'machinelearning', 'education', 'science', 'forest', 'learning', 'nature']","A post about health featuring students, machinelearning.","['Music', 'Cooking']"
0924,Germany,Japanese,604,98,87,Image,Education,"['beach', 'fashion', 'wildlife', 'art', 'coding']","A post about education featuring beach, fashion.","['Technology', 'Travel']"
0925,Brazil,English,767,99,107,Video,Health,"['beach', 'health', 'education', 'forest']","A post about health featuring beach, health.","['Health', 'Cooking']"
0926,UK,Spanish,434,48,75,Reel,Nature,"['adventure', 'fitness', 'travel', 'coding', 'technology', 'vacation']","A post about nature featuring adventure, fitness.","['Fitness', 'Education']"
0927,Canada,English,330,66,30,Text,Health,"['students', 'culture', 'AI']","A post about health featuring students, culture.","['Fitness', 'Education']"
0928,India,English,554,96,90,Image,Education,"['sports', 'culture', 'health', 'AI', 'education', 'travel']","A post about education featuring sports, culture.","['Cooking', 'Travel']"
0929,Japan,English,431,90,33,Text,Music,"['adventure', 'food', 'learning']","A post about music featuring adventure, food.","['Cooking', 'Nature']"
0930,France,Hindi,567,83,84,Reel,Cooking,"['sports', 'health', 'machinelearning', 'culture', 'science', 'learning', 'art']","A post about cooking featuring sports, health.","['Music', 'Cooking']"
0931,France,Portuguese,416,98,82,Reel,Nature,"['sports', 'art', 'food', 'students', 'fashion', 'education', 'culture']","A post about nature featuring sports, art.","['Music', 'Travel']"
0932,Italy,Spanish,565,104,96,Video,Fitness,"['vacation', 'students', 'adventure', 'sports', 'forest', 'music']","A post about fitness featuring vacation, students.","['Fitness', 'Music']"
0933,USA,English,596,89,83,Reel,Technology,"['science', 'students', 'travel', 'machinelearning', 'health', 'education']","A post about technology featuring science, students.","['Music', 'Fashion']"
0934,India,Spanish,1051,129,90,Reel,Fashion,"['machinelearning', 'fitness', 'forest', 'beach', 'art', 'travel']","A post about fashion featuring machinelearning, fitness.","['Education', 'Technology']"
0935,Brazil,English,385,109,42,Image,Nature,"['culture', 'forest', 'recipe', 'adventure', 'wildlife', 'learning']","A post about nature featuring culture, forest.","['Nature', 'Fitness']"
0936,UK,French,422,51,35,Video,Technology,"['health', 'education', 'fashion', 'food', 'art', 'technology', 'music']","A post about technology featuring health, education.","['Fashion', 'Nature']"
0937,Italy,Spanish,410,41,21,Reel,Nature,"['fitness', 'recipe', 'health', 'education']","A post about nature featuring fitness, recipe.","['Fitness', 'Nature']"
0938,USA,Spanish,494,139,66,Text,Health,"['adventure', 'travel', 'sports', 'technology', 'art']","A post about health featuring adventure, travel.","['Cooking', 'Fitness']"
0939,Brazil,Spanish,617,164,50,Image,Music,"['nature', 'students', 'music', 'beach', 'forest']","A post about music featuring nature, students.","['Fashion', 'Cooking']"
0940,Germany,Japanese,483,133,46,Text,Sports,"['AI', 'beach', 'fitness', 'recipe']","A post about sports featuring AI, beach.","['Fitness', 'Technology']"
0941,Japan,French,628,82,63,Image,Music,"['fashion', 'students', 'fitness']","A post about music featuring fashion, students.","['Music', 'Technology']"
0942,Australia,Japanese,544,116,44,Video,Travel,"['health', 'nature', 'art', 'travel']","A post about travel featuring health, nature.","['Nature', 'Sports']"
0943,Japan,Japanese,384,54,70,Text,Fashion,"['students', 'science', 'recipe', 'music', 'beach']","A post about fashion featuring students, science.","['Travel', 'Fashion']"
0944,Germany,French,708,164,138,Reel,Travel,"['health', 'culture', 'science']","A post about travel featuring health, culture.","['Travel', 'Fitness']"
0945,Australia,Portuguese,813,126,103,Video,Fashion,"['learning', 'travel', 'forest', 'education', 'students', 'culture', 'science']","A post about fashion featuring learning, travel.","['Travel', 'Education']"
0946,Canada,Spanish,474,85,84,Text,Health,"['fashion', 'adventure', 'fitness', 'health', 'sports']","A post about health featuring fashion, adventure.","['Travel', 'Sports']"
0947,Germany,Portuguese,503,69,51,Reel,Cooking,"['fashion', 'students', 'forest', 'machinelearning', 'education', 'travel']","A post about cooking featuring fashion, students.","['Nature', 'Cooking']"
0948,Japan,French,574,72,77,Video,Travel,"['AI', 'students', 'science', 'fitness', 'education', 'learning']","A post about travel featuring AI, students.","['Cooking', 'Music']"
0949,Brazil,Spanish,439,77,57,Text,Health,"['health', 'culture', 'nature', 'education', 'music', 'machinelearning']","A post about health featuring health, culture.","['Sports', 'Cooking']"
0950,Japan,German,469,129,72,Video,Cooking,"['health', 'forest', 'vacation', 'sports', 'food', 'culture']","A post about cooking featuring health, forest.","['Fashion', 'Fitness']"
0951,Japan,French,408,86,73,Text,Health,"['sports', 'food', 'health', 'fitness', 'machinelearning', 'culture', 'music']","A post about health featuring sports, food.","['Sports', 'Education']"
0952,Italy,German,437,45,85,Image,Fitness,"['students', 'health', 'coding', 'learning']","A post about fitness featuring students, health.","['Health', 'Sports']"
0953,Australia,English,526,68,96,Text,Music,"['fashion', 'wildlife', 'vacation', 'students', 'art']","A post about music featuring fashion, wildlife.","['Technology', 'Travel']"
0954,Germany,French,404,118,73,Text,Fitness,"['culture', 'learning', 'wildlife', 'travel']","A post about fitness featuring culture, learning.","['Cooking', 'Sports']"
0955,Brazil,German,387,106,61,Text,Fashion,"['adventure', 'technology', 'fitness', 'recipe', 'culture']","A post about fashion featuring adventure, technology.","['Cooking', 'Education']"
0956,Italy,Portuguese,748,130,123,Image,Music,"['machinelearning', 'coding', 'fitness', 'culture', 'AI']","A post about music featuring machinelearning, coding.","['Fitness', 'Travel']"
0957,Australia,English,387,109,43,Image,Cooking,"['education', 'science', 'health', 'culture', 'nature']","A post about cooking featuring education, science.","['Cooking', 'Music']"
0958,France,Japanese,208,50,38,Text,Nature,"['travel', 'nature', 'students', 'adventure', 'coding', 'wildlife']","A post about nature featuring travel, nature.","['Fitness', 'Fashion']"
0959,Japan,Portuguese,650,112,36,Reel,Travel,"['recipe', 'students', 'health', 'art']","A post about travel featuring recipe, students.","['Fashion', 'Health']"
0960,Australia,Portuguese,553,125,108,Text,Sports,"['learning', 'adventure', 'education', 'recipe', 'sports']","A post about sports featuring learning, adventure.","['Cooking', 'Fitness']"
0961,Italy,Portuguese,327,68,64,Video,Nature,"['nature', 'technology', 'health', 'fashion']","A post about nature featuring nature, technology.","['Education', 'Travel']"
0962,France,Spanish,764,169,134,Image,Sports,"['machinelearning', 'food', 'learning', 'sports']","A post about sports featuring machinelearning, food.","['Fitness', 'Nature']"
0963,Italy,Japanese,365,103,66,Text,Fashion,"['health', 'travel', 'nature', 'food', 'beach', 'sports', 'fitness']","A post about fashion featuring health, travel.","['Education', 'Nature']"
0964,Japan,Japanese,509,145,90,Video,Technology,"['culture', 'forest', 'students']","A post about technology featuring culture, forest.","['Nature', 'Technology']"
0965,Japan,Japanese,830,234,150,Image,Sports,"['science', 'travel', 'AI']","A post about sports featuring science, travel.","['Sports', 'Cooking']"
0966,Brazil,French,482,88,58,Text,Sports,"['fitness', 'music', 'education', 'students', 'machinelearning']","A post about sports featuring fitness, music.","['Fashion', 'Health']"
0967,UK,Portuguese,511,128,92,Video,Travel,"['AI', 'vacation', 'health', 'fashion', 'students', 'wildlife', 'recipe']","A post about travel featuring AI, vacation.","['Education', 'Sports']"
0968,Japan,Japanese,274,35,38,Text,Fitness,"['music', 'education', 'art', 'beach', 'coding', 'nature']","A post about fitness featuring music, education.","['Music', 'Fashion']"
0969,Canada,German,570,59,70,Text,Sports,"['health', 'coding', 'travel', 'vacation', 'recipe']","A post about sports featuring health, coding.","['Music', 'Fitness']"
0970,UK,Hindi,739,179,80,Video,Education,"['beach', 'machinelearning', 'vacation', 'AI', 'culture']","A post about education featuring beach, machinelearning.","['Fashion', 'Education']"
0971,Italy,English,154,26,13,Text,Technology,"['coding', 'music', 'machinelearning', 'vacation', 'health']","A post about technology featuring coding, music.","['Cooking', 'Music']"
0972,Germany,English,375,104,36,Image,Nature,"['adventure', 'fashion', 'fitness', 'machinelearning', 'science']","A post about nature featuring adventure, fashion.","['Technology', 'Sports']"
0973,Japan,Hindi,381,104,22,Image,Nature,"['adventure', 'education', 'fashion', 'nature', 'health', 'students', 'science']","A post about nature featuring adventure, education.","['Education', 'Fitness']"
0974,Canada,German,766,82,131,Reel,Fitness,"['education', 'sports', 'vacation', 'art']","A post about fitness featuring education, sports.","['Cooking', 'Travel']"
0975,India,French,701,131,135,Image,Music,"['education', 'students', 'travel']","A post about music featuring education, students.","['Fashion', 'Fitness']"
0976,Japan,French,918,261,64,Video,Sports,"['food', 'education', 'students', 'recipe', 'science']","A post about sports featuring food, education.","['Travel', 'Technology']"
0977,UK,French,489,52,44,Image,Fitness,"['art', 'vacation', 'music', 'education', 'coding', 'forest', 'travel']","A post about fitness featuring art, vacation.","['Fashion', 'Technology']"
0978,Japan,English,694,155,43,Reel,Cooking,"['vacation', 'beach', 'culture', 'travel', 'machinelearning']","A post about cooking featuring vacation, beach.","['Education', 'Fashion']"
0979,Australia,Japanese,423,46,81,Image,Fitness,"['food', 'science', 'recipe', 'adventure', 'culture', 'education']","A post about fitness featuring food, science.","['Fashion', 'Health']"
0980,Brazil,French,542,96,45,Text,Fashion,"['technology', 'adventure', 'food', 'sports']","A post about fashion featuring technology, adventure.","['Music', 'Travel']"
0981,Germany,Japanese,946,256,68,Video,Sports,"['beach', 'technology', 'students']","A post about sports featuring beach, technology.","['Music', 'Travel']"
0982,India,Hindi,672,175,123,Video,Education,"['technology', 'forest', 'travel', 'sports', 'music']","A post about education featuring technology, forest.","['Travel', 'Cooking']"
0983,Germany,Hindi,883,255,53,Reel,Education,"['forest', 'recipe', 'fitness', 'travel', 'health', 'art', 'AI']","A post about education featuring forest, recipe.","['Education', 'Cooking']"
0984,India,Spanish,875,201,81,Reel,Health,"['health', 'travel', 'technology', 'sports', 'forest']","A post about health featuring health, travel.","['Fashion', 'Music']"
0985,Brazil,Hindi,550,90,29,Video,Fitness,"['travel', 'food', 'technology', 'forest', 'beach', 'learning']","A post about fitness featuring travel, food.","['Music', 'Fashion']"
0986,Canada,Japanese,826,143,107,Video,Health,"['learning', 'students', 'food', 'recipe', 'forest']","A post about health featuring learning, students.","['Education', 'Health']"
0987,Italy,Spanish,1081,119,201,Reel,Music,"['adventure', 'travel', 'health', 'technology', 'AI']","A post about music featuring adventure, travel.","['Music', 'Fashion']"
0988,UK,Portuguese,1054,269,206,Reel,Music,"['students', 'education', 'music', 'nature', 'culture', 'wildlife', 'technology']","A post about music featuring students, education.","['Music', 'Fashion']"
0989,UK,German,373,71,59,Text,Travel,"['fitness', 'health', 'art', 'fashion']","A post about travel featuring fitness, health.","['Cooking', 'Education']"
0990,France,Spanish,336,65,27,Text,Fitness,"['recipe', 'vacation', 'fashion', 'education']","A post about fitness featuring recipe, vacation.","['Nature', 'Education']"
0991,UK,Hindi,903,135,100,Video,Music,"['art', 'machinelearning', 'health']","A post about music featuring art, machinelearning.","['Nature', 'Music']"
0992,Germany,French,527,130,62,Text,Sports,"['culture', 'nature', 'fitness', 'learning']","A post about sports featuring culture, nature.","['Fitness', 'Technology']"
0993,Germany,Spanish,270,66,36,Text,Nature,"['vacation', 'travel', 'wildlife', 'nature', 'coding', 'fashion', 'AI']","A post about nature featuring vacation, travel.","['Cooking', 'Fashion']"
0994,Italy,Portuguese,436,112,72,Text,Education,"['machinelearning', 'food', 'fashion', 'sports', 'recipe', 'health']","A post about education featuring machinelearning, food.","['Health', 'Fashion']"
0995,Brazil,Portuguese,535,58,65,Image,Health,"['music', 'AI', 'machinelearning', 'food']","A post about health featuring music, AI.","['Nature', 'Music']"
0996,USA,German,457,84,88,Image,Fitness,"['forest', 'music', 'fitness', 'food', 'technology', 'beach']","A post about fitness featuring forest, music.","['Fitness', 'Sports']"
0997,Canada,Spanish,738,100,75,Image,Fashion,"['health', 'forest', 'machinelearning', 'art', 'nature', 'beach', 'science']","A post about fashion featuring health, forest.","['Sports', 'Music']"
0998,Germany,Portuguese,453,65,88,Video,Cooking,"['recipe', 'learning', 'health', 'adventure']","A post about cooking featuring recipe, learning.","['Sports', 'Education']"
0999,India,English,1037,246,62,Reel,Music,"['students', 'fashion', 'beach', 'vacation', 'art', 'recipe', 'machinelearning']","A post about music featuring students, fashion.","['Music', 'Technology']"
